RECORD,hbpermin,Pseg,PQseg,QRSseg,QRseg,QTseg,RSseg,STseg,Tseg,PTseg,ECGseg,QRtoQSdur,RStoQSdur,RRmean,PPmean,PQdis,PonQdis,PRdis,PonRdis,PSdis,PonSdis,PTdis,PonTdis,PToffdis,QRdis,QSdis,QTdis,QToffdis,RSdis,RTdis,RToffdis,STdis,SToffdis,PonToffdis,PonPQang,PQRang,QRSang,RSTang,STToffang,RRTot,NNTot,SDRR,IBIM,IBISD,SDSD,RMSSD,QRSarea,QRSperi,PQslope,QRslope,RSslope,STslope,NN50,pNN50,ECG_signal
343,68.45238095,0.042222222,0.053234568,0.00108642,0.00054321,0.104987654,0.00054321,0.103901235,0.095012346,0.158222222,0.193876543,NaN,NaN,218.4666667,218.4666667,13.07954054,14.45073819,13.07954054,14.45073819,13.07954054,14.45073819,38.26994348,39.64738164,41.64793148,0,0,25.28432845,28.65884465,0,25.28432845,28.65884465,25.28432845,28.65884465,43.0253452,NaN,NaN,NaN,NaN,2.792796922,46,80,20.03286189,169.625,39.84258235,33.46998162,219.3832263,0,0,-0.110374584,NaN,NaN,0.037342887,1,1.25,AFF
344,58.5,0.049333333,0.053234568,0.00108642,0.00054321,0.106864198,0.00054321,0.105777778,0.101876543,0.160098765,0.204444444,NaN,NaN,252.5789474,252.5789474,13.10574565,17.44956013,13.10574565,17.44956013,13.10574565,17.44956013,39.29531622,43.7105463,44.3744362,0,0,26.30792993,31.38226788,0,26.30792993,31.38226788,26.30792993,31.38226788,48.78953119,15.83002657,NaN,NaN,NaN,2.741742273,39,80,6.527801189,185.725,46.58711368,9.304208619,252.6632875,0,0,-0.127648662,NaN,NaN,0.037459183,3,3.75,AFF
345,75.89285714,0.059753086,0.053234568,0.00108642,0.00054321,0.103407407,0.00054321,0.102320988,0.094518519,0.156641975,0.215555556,NaN,NaN,198.62,198.62,13.11328079,21.90128214,13.11328079,21.90128214,13.11328079,21.90128214,38.00313174,46.88078153,43.68754,0,0,25.03040665,30.69348137,0,25.03040665,30.69348137,25.03040665,30.69348137,52.56003478,12.39477737,NaN,NaN,NaN,6.109833473,51,80,6.289324288,162.6375,29.0601287,6.003400397,198.7195511,0,0,-0.132213587,NaN,NaN,0.049301538,1,1.25,AFF
346,80.35714286,0.05837037,0.057925926,0.007703704,0.004049383,0.110864198,0.003654321,0.103160494,0.102320988,0.168790123,0.231259259,NaN,NaN,185.7358491,185.7358491,15.3349886,23.07051275,16.88238836,24.61804244,18.27877209,26.01419845,43.37926047,51.17041827,51.43850264,1.549827665,2.943869124,28.13239895,36.17749809,1.40356456,26.58525547,34.63083982,25.19066862,33.23471396,59.22643566,9.98609209,NaN,NaN,NaN,4.348515234,54,80,51.60742631,158.5875,47.7624718,75.65153637,192.7722285,1.529864946,5.897261349,-0.098429689,NaN,NaN,0.04037956,17,21.25,AFF
347,73.5,0.060691358,0.052938272,0,0,0.103308642,0,0.103308642,0.093728395,0.156246914,0.217037037,NaN,NaN,204.6875,204.6666667,13.47342794,22.37177487,13.47342794,22.37177487,13.47342794,22.37177487,38.62872135,47.6046219,44.79876157,0,0,25.27352151,31.42752144,0,25.27352151,31.42752144,25.27352151,31.42752144,53.77087179,11.60882409,NaN,NaN,NaN,4.896056954,49,80,4.103637868,170.125,27.13013645,4.593872747,204.7286314,0,0,-0.12127467,NaN,NaN,0.043087774,0,0,AFF
348,66.96428571,0.05491358,0.054567901,0.002666667,0.001333333,0.110962963,0.001333333,0.108296296,0.10237037,0.165530864,0.224740741,NaN,NaN,224,224,14.16941575,20.35637625,14.78263111,20.96994903,15.39640889,21.58358124,42.93289648,49.13668757,51.20593063,0.614217885,1.227287724,28.80337849,37.07353693,0.614003037,28.18973425,36.45993245,27.57609578,35.84625168,57.40943668,NaN,NaN,NaN,NaN,NaN,45,80,87.85758104,180.9875,73.0040147,111.6804285,240.613704,0.323651754,2.455508647,-0.067717115,NaN,NaN,0.023164144,22,27.5,AFF
349,82.5,0.063506173,0.089975309,0.059802469,0.030271605,0.162814815,0.029530864,0.103012346,0.110814815,0.252790123,0.329975309,0.002025057,0.001974943,180.3333333,180.3518519,26.96730208,35.57642874,38.09847913,46.70963015,48.98516683,57.5950283,74.05556491,82.66671063,86.94450137,11.18753893,22.01893427,47.09502111,59.98268708,10.96138118,35.96904526,48.8578038,25.08138329,37.96634434,95.55556192,NaN,-6.813908242,12.31879322,-7.925085797,1.877796189,55,80,38.33285024,156.2375,37.4336368,56.21005207,184.362465,13.09851182,44.16785438,-0.018096975,0.10119461,-0.114695293,0.02415135,20,25,AFF
350,58.03571429,0.067061728,0.088888889,0.06054321,0.030814815,0.163604938,0.029728395,0.103061728,0.112148148,0.252493827,0.331950617,0.002035674,0.001964326,257.5789474,257.5526316,26.69016394,37.31917475,38.08777484,48.7186988,49.08383497,59.71381916,74.89473913,85.52636076,86.68425855,11.47824847,22.39512324,48.2139598,60.00185338,11.10322997,36.82460848,48.61376762,25.82541302,37.61007236,97.31579569,NaN,-8.106629564,14.70064825,-9.363118032,2.074265189,39,80,3.668009491,192.9875,44.86962209,3.787449961,257.6050629,16.1580422,44.97660167,-0.021076826,0.121013065,-0.137019657,0.027263139,0,0,AFF
351,65.47619048,0.05382716,0.058617284,0.011950617,0.006074074,0.113530864,0.005876543,0.101580247,0.10908642,0.172148148,0.232246914,NaN,NaN,228.9767442,228.9767442,13.07820356,17.65318603,13.07820356,17.65318603,13.07820356,17.65318603,38.18958287,42.81397611,47.42151973,0,0,25.20245834,34.4320145,0,25.20245834,34.4320145,25.20245834,34.4320145,52.0465456,12.2542605,NaN,NaN,NaN,NaN,44,80,41.4338859,182.925,45.70319656,65.97807648,232.6953293,0,0,-0.109727388,NaN,NaN,0.036069025,15,18.75,AFF
352,57,0.050123457,0.058617284,0.012,0.006074074,0.117925926,0.005925926,0.105925926,0.135061728,0.17654321,0.254765432,NaN,NaN,258.8918919,258.8918919,13.05091174,16.47097866,13.05091174,16.47097866,13.07783037,16.49799357,40.5151883,43.94704791,62.10905185,0,0.027027027,27.52465323,49.11542752,0.027027027,27.52465323,49.11542752,27.49763771,49.08840361,65.5411668,NaN,NaN,NaN,NaN,1.622467364,38,80,3.177486545,196.1625,42.98479302,3.912231531,258.9113905,0,0.054054054,-0.088003257,NaN,NaN,0.028281065,0,0,AFF
353,124.876115,0.060190476,0.099333333,0.092904762,0.045571429,0.182285714,0.047333333,0.089380952,0.094047619,0.281619048,0.378190476,0.001963854,0.002036146,120.1807229,119.9277108,24.67112081,31.51045752,36.0654931,42.90974187,47.90661704,54.74868162,70.34949065,77.19281471,87.73510882,11.46070636,23.24136241,45.68981547,63.0739965,11.89750928,34.29602582,51.68038523,22.45093306,39.83348915,94.57834272,NaN,-7.540526701,11.39487389,-6.646122706,1.580096567,84,83,28.45547974,120.1807229,28.62846297,37.3367157,123.5035242,13.39186175,46.59957805,-0.027471599,0.104548125,-0.095041905,0.021271204,24,28.91566265,AFF
354,81.76412289,0.057904762,0.07047619,0.031666667,0.015666667,0.127380952,0.016,0.095714286,0.12847619,0.197857143,0.298952381,NaN,NaN,182.7777778,182.7777778,13.05942615,20.50140397,13.05942615,20.50140397,13.05942615,20.50140397,38.447376,45.92623249,57.94631497,0,0,25.45615808,44.95226984,0,25.45615808,44.95226984,25.45615808,44.95226984,65.42622699,NaN,NaN,NaN,NaN,NaN,55,83,43.79610445,159.626506,40.20076569,50.61424061,187.9516289,0,0,-0.095088294,NaN,NaN,0.030179786,17,20.48192771,AFF
355,106.5,0.07252381,0.062380952,0.014095238,0.006952381,0.112333333,0.007142857,0.098238095,0.164571429,0.174714286,0.320761905,NaN,NaN,140.6714286,140.6714286,13.08307766,25.11838515,13.08307766,25.11838515,13.08307766,25.11838515,38.00404164,50.10001875,64.58754752,0,0,25.01684736,51.59523959,0,25.01684736,51.59523959,25.01684736,51.59523959,76.6857199,8.895164753,NaN,NaN,NaN,NaN,71,83,2.600667104,136.2168675,4.765809224,3.099755734,140.6954665,0,0,-0.113190396,NaN,NaN,0.036702312,0,0,AFF
356,70.5,0.069809524,0.082714286,0.066285714,0.033285714,0.138666667,0.033,0.072380952,0.110761905,0.221380952,0.329095238,0.002018205,0.001981795,210.7173913,210.7173913,22.09348108,28.78619085,33.8790299,40.57486935,45.42140448,52.11465294,58.86983525,65.56572523,73.36964338,11.85782787,23.3285723,36.78936273,51.28442165,11.66410119,25.00791784,39.5103465,13.49699262,27.96719766,80.06522268,NaN,-7.844188649,14.69517532,-12.6798241,5.580372368,47,83,6.797259817,175.253012,27.04570366,3.369727248,210.8269948,17.50649419,46.85050136,-0.024326269,0.113070459,-0.144910835,0.077568137,0,0,AFF
357,73.5,0.063142857,0.083904762,0.065952381,0.033,0.157047619,0.032952381,0.091095238,0.107142857,0.240952381,0.337714286,NaN,NaN,182.7916667,182.75,22.09220867,29.39875112,33.23392195,40.54457171,44.21351488,51.52246472,66.18779742,73.50021978,76.12543188,11.16558775,22.12537576,44.10726943,54.04283941,10.99719984,32.96073745,42.89851746,21.98497192,31.91822868,83.43752564,NaN,NaN,NaN,NaN,2.159625947,49,83,138.8882882,160.686747,107.5997572,167.0979117,229.5707952,7.828814564,44.28816335,-0.026127228,NaN,NaN,0.01993927,19,22.89156627,AFF
358,63,0.077666667,0.093238095,0.068904762,0.033952381,0.16647619,0.034952381,0.097571429,0.115571429,0.259714286,0.372904762,0.001964803,0.002035197,233.5609756,233.5365854,26.30277351,36.02915838,37.78877135,47.52136693,49.68720844,59.41682213,74.78049868,84.5122575,90.00013188,11.58806694,23.39036889,48.49269406,63.70990837,11.98973216,37.00933309,52.22807133,25.10502992,40.32015499,99.73170812,2.427804415,-9.13283365,14.46311242,-8.314061952,1.828138738,42,83,5.504095063,186.4939759,33.50818948,5.02935135,233.6258213,17.32443994,46.96816799,-0.027701966,0.132476362,-0.121319392,0.024386824,1,1.204819277,AFF
359,69,0.05747619,0.109428571,0.071142857,0.035238095,0.167761905,0.035904762,0.096619048,0.121619048,0.277190476,0.380714286,NaN,NaN,218.4666667,218.5555556,33.73666952,41.71197131,45.82574447,53.80147629,58.11444808,66.08982467,82.53345206,90.5111269,94.82239411,12.09848224,24.37786694,48.80104448,61.08945983,12.30111645,36.71269891,49.00146126,24.42441392,36.7121652,102.8000006,0.933950416,NaN,NaN,NaN,0.998933693,46,83,19.32367575,182.8433735,30.02215762,32.20126531,219.3196044,6.390858836,48.77746563,-0.009096633,NaN,NaN,0.012354207,1,1.204819277,AFF
360,58.5,0.068095238,0.09452381,0.070857143,0.034619048,0.16752381,0.036238095,0.096666667,0.119047619,0.262047619,0.374285714,0.001947009,0.002052991,252.5789474,252.5526316,25.75048622,34.1095044,37.47760722,45.84981872,49.87395803,58.23852811,74.34243844,82.7105657,90.81636461,11.81786516,24.13176842,48.609191,65.08099893,12.46113422,36.87630496,53.34912086,24.47928053,40.94954718,99.18421374,3.921889376,-8.53956438,12.56539468,-7.102145983,1.575823722,39,83,6.800277003,198.373494,37.18937166,9.626858581,252.670474,16.01224026,48.4107678,-0.032473625,0.117133397,-0.103101178,0.021233147,3,3.614457831,AFF
361,75,0.053142857,0.101333333,0.083952381,0.041095238,0.17347619,0.042857143,0.08952381,0.112333333,0.274809524,0.38152381,0.001954089,0.002045911,198.4897959,198.4489796,29.33745018,38.45439115,43.65879463,52.78266744,58.65874039,67.77869933,79.97960494,89.1022636,92.7144952,14.4056497,29.32660126,50.65995117,63.39063199,15.07708915,36.3327388,49.06952811,21.34365565,34.06691943,101.8367453,NaN,-7.568137688,11.79290982,-8.081304996,3.355746164,50,83,6.256824679,170.4939759,22.17523775,6.073622386,198.5883857,22.17837542,58.80934011,-0.027277832,0.105209836,-0.101355259,0.040060358,1,1.204819277,AFF
362,81.8452381,0.067428571,0.065333333,0.014142857,0.007,0.112380952,0.007142857,0.098238095,0.102095238,0.177714286,0.263714286,NaN,NaN,182.2962963,182.2962963,14.23721577,23.66756799,14.25559869,23.6860708,14.25559869,23.6860708,39.15123963,48.6675807,45.0821031,0.018518519,0.018518519,25.04998639,30.95742775,0,25.03148962,30.93891761,25.03148962,30.93891761,54.59263325,11.79283003,NaN,NaN,NaN,6.350824462,55,83,45.95151617,163.3614458,40.33152276,64.86978495,187.998621,0,0.037037037,-0.123624948,NaN,NaN,0.050183932,17,20.48192771,AFF
363,72.91666667,0.067142857,0.063190476,0.014095238,0.006952381,0.112333333,0.007142857,0.098238095,0.106238095,0.17552381,0.265095238,NaN,NaN,204.6875,204.6875,13.30892346,22.83021622,13.30892346,22.83021622,13.30892346,22.83021622,38.21115308,47.8132694,45.5275552,0,0,25.02731581,32.32371457,0,25.02731581,32.32371457,25.02731581,32.32371457,55.12502496,11.41219752,NaN,NaN,NaN,5.176276258,49,83,4.021588875,176.1445783,22.05365814,4.438401908,204.7270032,0,0,-0.123516059,NaN,NaN,0.046687123,0,0,AFF
364,69.94047619,0.059428571,0.081047619,0.039857143,0.020047619,0.129333333,0.019809524,0.08947619,0.108952381,0.210380952,0.297,NaN,NaN,214.4782609,214.9782609,21.39085549,27.41850753,27.36981447,33.39757278,33.15231283,39.17992007,54.08786497,60.13046432,63.7620202,5.988260558,11.76150785,32.72232855,42.39461254,5.801455092,26.74493419,36.41755417,20.96510504,30.63509075,69.80435831,NaN,NaN,NaN,NaN,2.329923484,47,83,55.35448575,181.7108434,48.17901655,87.66588086,221.5063057,4.389607216,23.5512235,-0.040162134,NaN,NaN,0.028499128,21,25.30120482,AFF
365,82.5,0.058190476,0.097714286,0.07147619,0.035666667,0.168380952,0.035809524,0.096904762,0.116428571,0.266095238,0.360095238,0.002001581,0.001998419,180.3333333,180.2777778,26.52257745,34.05800151,37.48611075,45.02318417,48.42838104,55.96462701,72.90741324,80.44447396,84.05559716,11.01181376,21.90747409,46.39112525,57.53823857,10.99636065,35.43075576,46.57883427,24.48645421,35.63194344,91.59259873,NaN,-6.326402187,10.78511969,-6.625558552,1.608697923,55,83,38.49290459,162.0843373,34.56972384,56.41778248,184.3958102,11.35823028,43.9156485,-0.017766652,0.092947085,-0.095904332,0.020057657,19,22.89156627,AFF
366,58.03571429,0.046619048,0.072809524,0.030809524,0.015333333,0.133380952,0.01547619,0.102571429,0.16052381,0.206190476,0.318952381,NaN,NaN,257.5789474,257.5789474,13.06496431,13.84947768,13.06496431,13.84947768,13.06496431,13.84947768,40.68705,41.47620621,69.13261932,0,0,27.69641762,56.13915857,0,27.69641762,56.13915857,27.69641762,56.13915857,69.9219749,NaN,NaN,NaN,NaN,1.49342453,39,83,3.631960316,197.4939759,40.97724047,3.78436289,257.6045521,0,0,-0.099623574,NaN,NaN,0.029617138,0,0,AFF
367,65.47619048,0.044095238,0.077047619,0.072857143,0.036,0.17047619,0.036857143,0.097619048,0.112571429,0.24752381,0.33047619,0.001970356,0.002029644,229,229,16.928434,20.48389426,28.03572814,31.59402238,39.4934265,43.05079903,64.48838468,68.04654565,74.62801463,11.22947574,22.58197193,47.58734869,57.72464808,11.55446737,36.47473924,46.61406938,25.00711547,35.14308164,78.18611406,NaN,-11.27631094,15.2738859,-8.498709401,NaN,44,83,41.45212986,187.8192771,42.31237398,66.00910832,232.7214624,17.0689627,45.36591505,-0.05480332,0.14305009,-0.125150951,0.02383666,15,18.07228916,AFF
368,101.1904762,0.054714286,0.072,0.028571429,0.01447619,0.132666667,0.014095238,0.104095238,0.141333333,0.204666667,0.308619048,NaN,NaN,148.4776119,148.4776119,16.06609483,22.23891024,18.42454654,24.59770341,20.60343668,26.77631709,47.25629292,53.46273394,67.0312244,2.36662411,4.537475025,31.24815833,51.02103036,2.191704744,28.89047531,48.66382731,26.71234345,46.48437147,73.2388283,NaN,NaN,NaN,NaN,1.737495534,68,83,49.03284254,142.4457831,44.65591686,69.12662554,156.364385,2.685105041,9.09580388,-0.082655464,NaN,NaN,0.028659187,25,30.12048193,AFF
369,58.03571429,0.06352381,0.082190476,0.060333333,0.030761905,0.140952381,0.029571429,0.080619048,0.109285714,0.223142857,0.319571429,0.002059496,0.001940504,258.6578947,258.6578947,21.66582713,29.6351386,32.85009873,40.82465884,43.40142578,51.37234848,57.84213194,65.81583551,69.86856152,11.26090048,21.73758733,36.18816561,48.21262575,10.65696752,25.01206178,37.03663266,14.46491652,26.48144306,77.84210649,2.450752337,-8.198150359,14.66111136,-10.82332724,3.47836354,39,83,3.310877732,196.1686747,42.59893109,3.769470999,258.6790838,15.16628486,43.65545532,-0.02691341,0.116723125,-0.140645577,0.049236522,0,0,AFF
370,122.3880597,0.050761905,0.055095238,0.003380952,0.001666667,0.139095238,0.001714286,0.135714286,0.124952381,0.194190476,0.279,NaN,NaN,122.2962963,121.9753086,13.02633838,18.0466596,13.02633838,18.0466596,13.02633838,18.0466596,47.56893236,52.60506873,63.80325571,0,0,34.5719038,50.80521469,0,34.5719038,50.80521469,34.5719038,50.80521469,68.83959321,NaN,NaN,NaN,NaN,NaN,82,83,33.40748953,121.373494,33.2158252,45.46763787,126.7771448,0,0,-0.063006375,NaN,NaN,0.015236649,25,30.12048193,AFF
371,90,0.049095238,0.056571429,0.010571429,0.005333333,0.122619048,0.005238095,0.112047619,0.118095238,0.179190476,0.247428571,NaN,NaN,163.0338983,163.0338983,13.58678116,17.98422604,14.89205032,19.28991204,16.14636738,20.5439089,43.03653634,47.47462496,53.9519744,1.31073787,2.559703494,29.52015446,40.43095254,1.265172986,28.21542768,39.12648037,26.96314159,37.87241891,58.38987167,11.68801781,NaN,NaN,NaN,2.414594524,60,83,51.43466025,149.9156627,45.02562015,64.82484633,170.9548954,1.537884516,5.135614351,-0.093796639,NaN,NaN,0.032706814,23,27.71084337,AFF
372,96,0.065666667,0.055095238,0.003380952,0.001666667,0.108809524,0.001714286,0.105428571,0.156571429,0.163904762,0.291142857,NaN,NaN,154.7301587,154.7301587,13.08226494,23.62172186,13.08226494,23.62172186,13.08226494,23.62172186,38.06760071,48.66667674,62.97029163,0,0,25.07985844,49.97803662,0,25.07985844,49.97803662,25.07985844,49.97803662,73.57143917,9.323432828,NaN,NaN,NaN,NaN,64,83,3.767894234,145.746988,8.538539748,3.277330453,154.7760287,0,0,-0.112577785,NaN,NaN,0.036116457,0,0,AFF
373,67.5,0.047809524,0.055095238,0.003380952,0.001666667,0.108619048,0.001714286,0.105238095,0.106952381,0.163714286,0.223666667,NaN,NaN,219.5909091,219.5909091,13.08014741,15.31916815,13.08014741,15.31916815,13.08014741,15.31916815,38.00336271,40.25279177,41.13992824,0,0,25.01768445,28.15089017,0,25.01768445,28.15089017,25.01768445,28.15089017,43.38931774,NaN,NaN,NaN,NaN,2.805000514,45,83,3.944606109,180.2168675,28.98664603,5.542890437,219.6263356,0,0,-0.110931425,NaN,NaN,0.037519865,0,0,AFF
374,60,0.053190476,0.055095238,0.003380952,0.001666667,0.111238095,0.001714286,0.107857143,0.113619048,0.166333333,0.233666667,NaN,NaN,252.9230769,252.9230769,13.09432078,17.4613413,13.09432078,17.4613413,13.09432078,17.4613413,39.38993832,43.82053519,44.44137065,0,0,26.40075508,31.44801428,0,26.40075508,31.44801428,26.40075508,31.44801428,48.87185943,14.90380083,NaN,NaN,NaN,2.564149454,40,83,5.649527393,195.6987952,39.65628047,8.234655839,252.9861656,0,0,-0.12046031,NaN,NaN,0.034943659,0,0,AFF
375,70.5,0.060952381,0.055714286,0.00452381,0.002238095,0.109666667,0.002285714,0.105142857,0.105428571,0.165380952,0.242619048,NaN,NaN,209.7173913,209.7173913,13.38847079,21.9132951,13.64944436,22.17429498,13.91025289,22.43508022,38.76379557,47.3703191,44.57222228,0.262390514,0.521785183,25.50670107,31.29521786,0.263226089,25.24590826,31.03452053,24.98527026,30.7736282,53.17408626,NaN,NaN,NaN,NaN,5.853277326,47,83,64.22943354,176.3373494,54.21544389,72.41807291,219.332634,0.380124239,1.047401787,-0.12654242,NaN,NaN,0.047866869,3,3.614457831,AFF
376,75,0.06152381,0.070904762,0.050333333,0.025571429,0.148238095,0.024761905,0.097904762,0.108142857,0.219142857,0.303428571,NaN,NaN,198.2653061,198.244898,19.67408304,26.94537889,29.69071796,36.9682169,39.3638653,46.63797073,61.24575576,68.53066895,72.85810773,10.06918104,19.6940551,41.59682594,53.20728555,9.725034938,31.57907717,43.19086601,21.90672375,33.51465734,80.14287719,NaN,NaN,NaN,NaN,2.306932742,50,83,79.84545672,171.4096386,65.11993327,117.6454755,213.7391601,11.04097709,39.48827108,-0.04195359,NaN,NaN,0.027686523,23,27.71084337,AFF
377,81,0.058238095,0.056285714,0.005809524,0.002952381,0.111285714,0.002857143,0.10547619,0.104809524,0.167571429,0.239238095,NaN,NaN,184.6415094,184.6415094,13.54542728,20.95802281,14.05492245,21.46754372,14.5078157,21.92040081,39.53045078,47.00049957,47.47638268,0.510255473,0.962396979,26.07597823,34.00812904,0.455058236,25.56655008,33.49886075,25.11420272,33.04603822,54.94342449,NaN,NaN,NaN,NaN,4.153346386,54,83,43.94898172,164.8915663,38.73666288,64.49366684,189.7998946,0.477360744,1.927710688,-0.104144301,NaN,NaN,0.039481867,19,22.89156627,AFF
378,73.5,0.061666667,0.056666667,0.004857143,0.00247619,0.109857143,0.002380952,0.105,0.097714286,0.16652381,0.23852381,NaN,NaN,204.5416667,204.5416667,13.77477266,22.81031536,14.12899428,23.16457647,14.42069282,23.45621908,39.21242171,48.33390865,45.63282756,0.354715062,0.645924897,25.56781447,31.97030272,0.293266654,25.21363162,31.61625363,24.92252234,31.32463441,54.75002876,12.06201352,NaN,NaN,NaN,5.186150564,49,83,4.573284439,175.4819277,22.50701821,6.119379749,204.5927866,0.39805089,1.293906613,-0.126125236,NaN,NaN,0.046193797,1,1.204819277,AFF
379,88.5,0.050285714,0.082571429,0.06152381,0.031047619,0.142571429,0.03047619,0.081047619,0.086571429,0.225142857,0.293619048,0.002020434,0.001979566,167.9482759,167.9827586,22.71517506,28.90171176,33.18090877,39.37073705,43.40341401,49.59111965,59.82761749,66.01732933,68.72425233,10.5422969,20.6908657,37.12486218,46.01930633,10.33005483,26.66496834,35.56201193,16.44948683,25.33598249,74.9138212,NaN,-8.61396071,15.08349591,-10.92153262,3.885792837,59,83,24.97476134,155,23.65942292,36.36178966,169.795059,14.18191163,41.56321744,-0.029897151,0.121061559,-0.143795723,0.047864581,17,20.48192771,AFF
380,63.98809524,0.052380952,0.063714286,0.023428571,0.011666667,0.129,0.011761905,0.105571429,0.102714286,0.192714286,0.264285714,NaN,NaN,234.8333333,234.8333333,14.44076187,21.10950531,15.5113867,22.18089628,16.58313345,23.25228683,44.9299447,51.6193414,55.3110196,1.072822002,2.142874445,30.53135974,40.91011452,1.073037534,29.45995692,39.83882482,28.38888499,38.76732924,62.00021064,NaN,NaN,NaN,NaN,NaN,43,83,100.8400234,188.2409639,79.50007569,120.7646863,255.5687868,0.835005314,4.288733981,-0.069056905,NaN,NaN,0.023009986,16,19.27710843,AFF
381,98.55649577,0.054190476,0.05652381,0.005952381,0.003,0.121428571,0.002952381,0.11547619,0.11652381,0.177952381,0.25047619,NaN,NaN,151.2923077,151.2923077,13.47584309,20.02102582,13.9066583,20.45184858,14.30660784,20.85179227,42.60050074,49.15395728,53.73894817,0.432143046,0.83078448,29.14157823,40.27900105,0.402097136,28.71086771,39.84837991,28.31102573,39.44830932,60.29235406,NaN,NaN,NaN,NaN,1.17457788,66,83,45.50121658,142.6506024,41.23513564,56.47413678,157.9864649,0.391747256,1.665024662,-0.045949495,NaN,NaN,0.015245893,18,21.68674699,AFF
382,57,0.063333333,0.079857143,0.045333333,0.022904762,0.155047619,0.022428571,0.109714286,0.11147619,0.234904762,0.312,0.002025172,0.001974828,257.972973,258.0540541,26.30353427,34.73383725,37.65773181,46.08967339,48.68062467,57.11176071,74.27027324,82.70273969,86.45950798,11.43700045,22.3787217,47.97653749,60.16407865,11.13114923,36.63058796,48.81943374,25.60438667,37.78859603,94.89190647,NaN,-8.239904594,14.81589087,-9.408283779,2.105519335,38,83,2.410410826,192.1807229,44.22419591,2.849084757,257.9842338,16.27318953,44.94687137,-0.02172966,0.122712596,-0.137367084,0.027714061,0,0,AFF
383,82.5,0.053857143,0.070714286,0.021428571,0.011047619,0.13147619,0.010380952,0.110047619,0.108047619,0.202190476,0.272761905,NaN,NaN,182.037037,182.2777778,18.56776665,24.67048566,21.73299394,27.83738687,24.64129146,30.74459419,50.81518913,56.9260279,61.64876521,3.172699118,6.074356369,32.2627194,43.0943288,2.917006063,29.09618913,39.92844082,26.1904613,37.02091233,67.75929418,NaN,NaN,NaN,NaN,NaN,55,83,189.4972845,166.5662651,154.2891862,270.6393246,262.7673947,2.368698616,12.16406155,-0.037332058,NaN,NaN,0.018600628,19,22.89156627,AFF
384,63,0.051761905,0.064571429,0.015190476,0.007571429,0.11947619,0.007619048,0.104285714,0.097952381,0.184047619,0.243333333,NaN,NaN,238.195122,238.195122,15.37456171,19.87890248,16.8873787,21.39210233,18.497269,23.00159594,41.88264277,46.43915953,49.12660437,1.525069174,3.122992354,26.60130779,33.8403702,1.633296038,25.08940467,32.32959784,23.48633721,30.72026774,53.68303504,14.13445915,NaN,NaN,NaN,3.176644495,42,83,7.613273108,209.0240964,21.31795792,13.15399179,238.3167599,2.481557642,6.281357566,-0.105973589,NaN,NaN,0.044807038,7,8.43373494,AFF
385,85.5,0.053809524,0.056619048,0.005952381,0.002904762,0.114047619,0.003047619,0.108095238,0.120190476,0.170666667,0.251142857,NaN,NaN,171.75,171.75,13.32256182,20.01521705,13.51899415,20.21165928,13.75112948,20.44378807,39.23386697,45.94678551,53.07275759,0.196685551,0.428572398,25.95394611,39.79122145,0.232401567,25.75751569,39.5948135,25.52540491,39.36265765,59.78601005,NaN,NaN,NaN,NaN,NaN,57,83,59.32785722,160.7349398,49.86604824,59.56571758,181.7081648,0.125626545,0.857659516,-0.073568019,NaN,NaN,0.023853758,20,24.09638554,AFF
386,106.5,0.071190476,0.055095238,0.003380952,0.001666667,0.105761905,0.001714286,0.102380952,0.167857143,0.160857143,0.304714286,NaN,NaN,140.1285714,140.1285714,13.08104545,24.96093458,13.08104545,24.96093458,13.08104545,24.96093458,38.00391945,49.94287453,65.17317617,0,0,25.01649167,52.18058947,0,25.01649167,52.18058947,25.01649167,52.18058947,77.11429154,8.811473037,NaN,NaN,NaN,1.933584435,71,83,2.177294708,135.5542169,4.680750973,3.304538515,140.1454856,0,0,-0.111772968,NaN,NaN,0.036310282,0,0,AFF
387,135,0.058622222,0.096533333,0.084,0.042177778,0.172088889,0.041822222,0.088088889,0.091377778,0.268622222,0.3476,NaN,NaN,107.7977528,108.0337079,24.26847457,31.54300654,34.79350681,42.07180467,45.24310522,52.51925301,67.21383191,74.49454057,79.58474143,10.56229698,20.97804107,42.95838859,55.32736564,10.48577396,32.431238,44.80208593,21.98476058,34.35098135,86.86521057,NaN,NaN,NaN,NaN,NaN,90,89,47.89294705,107.7977528,48.16429736,72.21275027,117.9580005,9.915682819,42.02611201,-0.028662273,NaN,NaN,0.024542533,31,34.83146067,AFF
388,96,0.057377778,0.091777778,0.066488889,0.033555556,0.149955556,0.032933333,0.083466667,0.096311111,0.241733333,0.316711111,NaN,NaN,154.8730159,155.2857143,23.28451603,30.09851601,30.96409996,37.78313326,38.63511161,45.44899337,58.28645807,65.111201,70.08056831,7.705152108,15.35085045,35.01923674,46.81111106,7.708898236,27.33845736,39.13163292,19.67875437,31.46465199,76.90477619,5.100274531,NaN,NaN,NaN,2.8682318,64,89,11.19593473,135.7303371,18.76373426,18.2676938,155.2771715,7.685072515,30.7649008,-0.036462223,NaN,NaN,0.036350902,8,8.988764045,AFF
